CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
12925.0,5,2,553.51,5,2,4,524,Regular
12928.0,35,5,1297.1000000000001,3,4,5,345,Regular
12929.0,312,1,70.95,1,1,1,111,Churned
12930.0,78,2,349.29,2,2,3,223,Churned
12931.0,67,2,48.160000000000004,3,2,1,321,Regular
12933.0,24,3,481.67,4,3,3,433,Regular
12935.0,2,7,1491.97,5,5,5,555,Champions
12936.0,17,3,545.74,4,3,4,434,Regular
12937.0,15,4,1164.78,5,4,5,545,Champions
12938.0,26,1,93.25999999999999,4,1,1,411,Regular
12940.0,55,2,641.16,3,2,4,324,Regular
12942.0,131,3,520.9,2,3,3,233,Regular
12944.0,36,2,439.40999999999997,3,2,3,323,Regular
12945.0,288,1,280.15000000000003,1,1,2,112,Churned
12947.0,144,5,1020.95,2,4,4,244,Regular
12948.0,16,7,1834.4,4,5,5,455,Champions
12949.0,31,8,2987.12,4,5,5,455,Champions
12950.0,8,1,77.0,5,1,1,511,Regular
12951.0,9,6,948.22,5,5,4,554,Champions
12952.0,6,4,1116.4,5,4,4,544,Champions
12953.0,10,1,274.95,5,1,2,512,Regular
12955.0,1,10,1598.3999999999999,5,5,5,555,Champions
12956.0,306,1,82.62,1,1,1,111,Churned
12957.0,10,8,3139.04,5,5,5,555,Champions
12962.0,7,2,240.89000000000001,5,2,2,522,Regular
12963.0,8,8,1499.43,5,5,5,555,Champions
12965.0,89,1,624.26,2,1,4,214,Churned
12966.0,10,1,147.68,5,1,2,512,Regular
12967.0,372,1,81.7,1,1,1,111,Churned
12968.0,112,1,30.0,2,1,1,211,Churned
12970.0,7,4,378.42,5,4,3,543,Regular
12971.0,4,65,2561.57,5,5,5,555,Champions
12974.0,198,1,124.85000000000001,1,1,1,111,Churned
12976.0,212,1,272.1,1,1,2,112,Churned
12977.0,156,1,10.74,2,1,1,211,Churned
12981.0,30,2,359.02,4,2,3,423,Regular
12982.0,243,1,376.5,1,1,3,113,Churned
12984.0,19,1,97.5,4,1,1,411,Regular
12985.0,1,2,840.68,5,2,4,524,Regular
12987.0,74,2,348.35,2,2,3,223,Churned
12988.0,292,1,330.67,1,1,3,113,Churned
12989.0,9,4,130.63,5,4,1,541,Regular
12990.0,31,2,143.0,4,2,2,422,Regular
12991.0,23,2,363.76,4,2,3,423,Regular
12993.0,23,4,407.8,4,4,3,443,Regular
12994.0,4,3,795.0600000000001,5,3,4,534,Regular
12997.0,22,4,750.65,4,4,4,444,Champions
12999.0,205,2,222.78,1,2,2,122,Churned
13000.0,260,2,408.5,1,2,3,123,Churned
13001.0,4,13,4190.18,5,5,5,555,Champions
13002.0,318,1,110.99999999999999,1,1,1,111,Churned
13003.0,215,1,59.050000000000004,1,1,1,111,Churned
13004.0,12,18,4699.02,5,5,5,555,Champions
13005.0,174,2,279.2,2,2,2,222,Churned
13006.0,56,1,31.8,3,1,1,311,Regular
13008.0,323,1,180.75,1,1,2,112,Churned
13011.0,372,1,50.550000000000004,1,1,1,111,Churned
13012.0,9,8,1357.23,5,5,5,555,Champions
13013.0,1,13,3013.0,5,5,5,555,Champions
13014.0,11,9,1306.68,5,5,5,555,Champions
13015.0,53,5,2366.15,3,4,5,345,Regular
13016.0,73,3,542.78,2,3,4,234,Regular
13018.0,16,27,5752.22,4,5,5,455,Champions
13021.0,4,9,1571.3700000000001,5,5,5,555,Champions
13023.0,64,2,558.78,3,2,4,324,Regular
13026.0,1,4,83.16,5,4,1,541,Regular
13028.0,23,2,435.59999999999997,4,2,3,423,Regular
13029.0,31,2,116.5,4,2,1,421,Regular
13030.0,11,2,551.8,5,2,4,524,Regular
13032.0,52,2,859.68,3,2,4,324,Regular
13033.0,357,1,190.55,1,1,2,112,Churned
13034.0,55,2,591.82,3,2,4,324,Regular
13035.0,74,2,295.20000000000005,2,2,3,223,Churned
13037.0,138,3,627.57,2,3,4,234,Regular
13038.0,80,3,333.15999999999997,2,3,3,233,Regular
13040.0,9,2,646.63,5,2,4,524,Regular
13043.0,273,1,94.7,1,1,1,111,Churned
13044.0,291,1,224.92,1,1,2,112,Churned
13045.0,99,1,198.38,2,1,2,212,Churned
13046.0,31,2,441.55,4,2,3,423,Regular
13047.0,32,10,2506.66,4,5,5,455,Champions
13048.0,14,4,1662.75,5,4,5,545,Champions
13049.0,318,1,143.70000000000002,1,1,2,112,Churned
13050.0,15,17,4479.84,5,5,5,555,Champions
13052.0,212,1,181.0,1,1,2,112,Churned
13055.0,78,3,947.76,2,3,4,234,Regular
13058.0,58,2,137.70000000000002,3,2,2,322,Regular
13059.0,250,1,85.65,1,1,1,111,Churned
13060.0,254,1,246.33,1,1,2,112,Churned
13061.0,72,1,126.66,3,1,1,311,Regular
13062.0,191,1,81.6,1,1,1,111,Churned
13064.0,13,4,805.02,5,4,4,544,Champions
13065.0,373,1,154.31,1,1,2,112,Churned
13066.0,24,2,327.15000000000003,4,2,3,423,Regular
13067.0,82,1,115.46000000000001,2,1,1,211,Churned
13069.0,1,24,2772.3,5,5,5,555,Champions
13070.0,192,1,145.6,1,1,2,112,Churned
13072.0,267,1,142.35000000000002,1,1,2,112,Churned
13075.0,130,1,166.61,2,1,2,212,Churned
13077.0,1,4,442.59000000000003,5,4,3,543,Regular
13078.0,3,26,3440.9900000000002,5,5,5,555,Champions
13079.0,22,4,94.9,4,4,1,441,Regular
13080.0,179,1,25.2,2,1,1,211,Churned
13081.0,12,10,10552.91,5,5,5,555,Champions
13082.0,126,8,761.4,2,5,4,254,Regular
13083.0,4,2,217.07999999999998,5,2,2,522,Regular
13085.0,158,2,281.28000000000003,2,2,2,222,Churned
13089.0,4,74,20648.79,5,5,5,555,Champions
13090.0,9,11,1344.55,5,5,5,555,Champions
13091.0,28,1,166.12,4,1,2,412,Regular
